text,label
eu sei lá nego e mongol,1
@user @user @user mais perdida que pedófilo em festa de anão,1
rt @user eu odeio quando to falando sério e a pessoa acha que eu to pra brincadeira boba!,0
rt @user socaria aki tbm?  mim fale. https://t.co/lc2l9em7j5,1
"Recebi um vídeo no Instagram de madrugada e rachei demais o bico, mano, queria pedir pra pessoa enviar o vídeo no cu, na moral, tive que mandar pro Felipe pra ver se era isso mesmo que eu estava vendo kkkkkkkkkk",1
"vou comprar um uno pra jogar lá em casa,vai dar um quebra pau.",0
@user @user canalha!,1
"@user @user @user @user ""essa gorda de merda da me 5 e ao rego 10 fdppppp ade se fuder zé""",1
https://t.co/b46nhfheqk genuíno hahahahhaha. depois se diz feminista.… — o que tem a ver o cu com as calças? https://t.co/9rorjpqs9p,1
odeio qnd eu me tranco aq e alguém toda hora q passa fica mexendo na porra da maçaneta 😡,0
esse video é simplesmente tudo na minha vida,0
"Tenho uma raiva disso, nem todo mundo tem tempo p ficar o dia todo no cel e mesmo que tivesse, ficar cobrando p responder rápido quantos anos vocês tem? Toma no cu",1
"Mano, só quero dormir hoje de tarde e os vizinhos diabedo do caralho ouvindo música podre do meu lado. Vontade de de jogar as caixas de som no rio mais próximo",1
meu deus a miley é a cantora mais flodadora de feed do instagram cacete todo dia 35 fotos.,0
"@user simm, ele é muito famoso aqui mais lá fora nem tanto, acho que se a aparição dele na série der certo, a série solo vem",0
"@user enfim, raquel dodge! assim já vai poder sair da pgr menos c g da.",0
ah perfeição,0
rt @user eu e a @user https://t.co/wjmazxjesk,0
"@user @user não fui eu quem fez, mas tb n sei quem foi, achei por aí. eu acho a piranha bem legal :3",1
@user eu sonhei com uma calopsita com florzinha rosa na cabeça tem um mês atrás ainda estou a procura da minha calopsita,0
rt @user @user podiam ficar de férias permanente #stfvergonhanacional,0
"pqp meu coração ainda acelera toda vez que chega msg, diabo msm",0
cacete que delícia esse chá de amor próprio que eu tomei.. 😅,0
rt @user a disputa pra dizer o quão lindas elas são .. vcs duas sao perfeitas caralho roubaram a beleza de todo mundo https://t.c…,1
@user oh guga não acredito o teu cabelo era tão lindo :(,0
"Na real, desde que o CFP começou a se posicionar mais sobre as principais pautas sociais (coisa que deveria ter feito desde sua fundação aqui no Brasil), um monte de profissional descompromissado com a ética começou a caçar motivo pra tacar o pau.",0
"rt @user deus sabe de todas as coisas, ele está no controle de tudo",0
"rt @user tá todo mundo falando que é horrível ficar assim por causa de alguém, mas vcs já ficaram assim por sua causa? https://t.co/6…",0
rt @user desculpa mais não é hj q azinimiga vai me chamar de feia https://t.co/gwqltpgmbx,0
melanina carioca era tudo,0
rt @user cadê as loucas por macho de cueca branca? https://t.co/4mlzb7nidf,1
depender dos outros é ruim demais pqp,0
gente eu n sou feia parem de me tratar assim,0
"rt @user ele não perde essa mania, coisa feia cr https://t.co/cvduadsjx4",0
"estava olhando minhas unhas e nem parece que estavam enormes. obrigada, ansiedade. agora me sinto um pouco mais feia",0
porra q sustão da pirra fdp,1
@user conheci antes da fama,0
"rt @user tava dando vários beijinhos no rosto dela e é desse jeito q sou tratada, virou crime ser carinhosa 😡😡 https://t.co/10o9kwnv6n",0
"se não tomarem providências, entenderemos coniventes com a barbarie a se instalar em nosso estado.",0
falsa https://t.co/0ybdbutlod,1
rt @user careca mais fofo 🤭 https://t.co/dhli1vfd7y,0
"Uma das piores palavras de se perder na vida : avós. Tem 3 anos que não sei o que é falar isso e dói pra caralho

Os paternos convivi pouco
Os maternos, por ser o terceiro neto mais velho, vivi demais...o dia mais triste foi quando eu perdi minha avó, mãe da mãe, que dia",1
"deviam de cair e bater com a boca no chão, canalha da shit",1
"ÉPolíticaBrasil entrevista psicopedagoga Deborah Araujo Maia

DIA 02/08 - ÉPolíticaBrasil com Miguel Carvalho está imperdível. Vamos entrevistar a alfabetizadora e psicopedagoga Deborah Araujo Maia, num bate-papo… https://t.co/r0yOZDjBUt",0
"@user @user Ah, agr entendi. Não to acostumado com o sistema ranqueado do R6. Mas ainda assim, não faz sentido nenhum, ninguem na partida tem culpa se o sujeito ta hack.",0
nunca mais eu tento fazer amizade virtualmente pq nunca da certo mesmo,0
só me fodo puta q pariu até em amizades,1
perdi partida de 11 kills faltando 20 caras pra 2 bots com 0 kills de robô. grande dia @user  vai se foder arrombada,1
"rt @user queres só foder?
fodemos
queres algo sério ?
bazaa anda que te faço feliz",1
@user @user vsf garota tóxica kkkkkkkkkkkkk,1
"@user @user o petista pare com o choro, seu mestre está na cadeia👏👏",0
"rt @user a vida não é tudubom maravilha, mas a gente luta pra caralho para que ela seja um dia.",0
rt @user n aguento mais chorar por autoestima baixa eu me sinto tão feia o tempo todo,0
conseguem mesmo sempre ver um lado mau nas merdas como é que é possível foda-se. é por isto que ninguém faz merda nenhuma. porque é que eu haveria de estar a tirar proveito de uma merda que me está a dar tanto trabalho organizar sozinha? puta que vos pariu honestamente,1
"podia pelo menos ser ruim, mas nem isso, pqp 🤤",0
caralho a tomada do ventilador explodiu na minha mão quando eu fui colocar na tomada krllllll,0
"@user ser sulista eh odiar os sulistas, não tem como defender meu povo não bah",1
rt @user essa au é simplesmente perfeita sem defeito nenhum https://t.co/ygijimmfxt,0
porra rinite me deixa,0
"rt @user ""boyfriend"" de ariana grande acaba de pegar o #1 no itunes usa. https://t.co/mppuy3bsyx",0
"@user tão a passar bué helicópteros por cima de minha casa porra, é onde?",0
"@user Eu já achava que o Júnior fala merda pra caralho, agora sei que ele SÓ fala merda. Um lixo como comentarista de futebol. Coloca sua amizade com o fracassado acima de sua profissão que deveria ser dar uma opinião imparcial.",1
"@user o seu sem noção do caralho, se você acha isso o problema é seu, eu não acho e pronto, ninguém aqui pediu tua opinião porra, e se fosse pra dar tua opinião, que desse falando direito.",1
"rt @user ""chicago 茅 a casa dos melhores shows do bts, sinto muito new jersey, paris, brazil, london, n贸s j谩 ganhamos""

https://t鈥�",0
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk puta  que pariu,0
"gente por acaso voces estão vendo essa minúscula lupazinha no final da minha bio?

vacuo eh feio hm https://t.co/48plll2afy",0
"porra, acordei tarde pq fiquei com ansiedade ontem",0
"Alisson e nome de viado kkkkk — Viado deve ser seu pai que nao comeu sua mae direito e veio uma merda igual a vc, fdp https://t.co/x8WBpH5IdU",1
"@user @user @user e olha isso em julho!!!!

quanto vc acha que sobre em quatro anos???? https://t.co/meixnjkhpy",0
"Nicole me manda áudio ai ela falando  que sempre que ela tem costura no senai ela lembra de mim falando 
"" ah só faço merda ou pedia ajuda""

KKKKKKKK mano cada peça que eu estava fazendo eu fazia alguma merda",0
mano e esses casais q ficam grudado em show ??? pqp o red dog tava lotadao e quente p porra parecia q eu tava era no 640,1
@user Incrível como a cada era a humildade vai ficando mais idiota. E os idiotas governam. Como alguém pode fazer isso com um ser(todos os animais) incapaz de revidar?,0
man o froid eh engraçado dms puta merd,0
"rt @user homem faz comentário escroto na rua e eu xingo toda vez 
o medo é real porém continuaremos",0
"Combinado é combinado! Estamos aqui cumprindo com o que combinamos com vocês!
Agradecemos o carinho e aproveitamos para parabenizar os comentários e mensagens inteligentes, com conteúdo... Aos inconvenientes e grosseiros, agradeçam os outros seguidores, são eles que nos motivam! https://t.co/yvv2VAdB9x",0
"Com 12 horas passadas, a nova música de @user , parceria com Social House, já mostra sua força no iTunes ao redor do mundo, com vários primeiros lugares. Confira: https://t.co/dXA5OVHyzm https://t.co/tunsiIVPUE",0
@user ver tiee na chuva não rola kkkkk,0
"Diretor do @user , Ricardo Galvão, é exonerado do cargo. O presidente @user tinha dito que o demitiria por não acreditar nos dados do Instituto sobre #desmatamento na Amazônia. Galvão disse que após críticas, até da parte dele, ""constrangimento ficou insustentável"".",0
@user 🤣🤣🤣🤣🤣🤣 que preguiça desses homens avisa pra eles que tá feio e por favor me economiza..,0
@user tá explicado então 🤣,0
"oitnb é uma série do caralho, última temporada e vieram problematizando mais do que nunca as péssimas condições das presidiárias, os abusos sexuais, pagamento igualitário entre homens e mulheres,questão das imigrantes nos eua. meu total respeito. #OITNBForever #OITNBfinalseason",0
tamo em toquio carai,0
vai tomar no cu garena desgraçadaaaaaaa,1
rt @user spoofing é o nome da operação que busca hackers https://t.co/hxim2jg7n2,0
kkkkkkkkk toda vez que eu vejo e morro de rir toma no cu,1
"Meu primo irritado pq não queria brincar cm minha prima:

“Mãe, menina joga futebol?” 

Minha tia: “joga não, sai Rafaela do meio dos homi”

Minha priminha chorando: “Joga sim, a Marta joga” 

-Rafaela, 4 anos. Orgulho da minha bichinha 💞",0
vou me foder td mais uma vez... a história vai se repetir e mh vida vai ser uma merda até eu morrer.,1
kkkkkkkkkkkkkkkkkkkkkk porra lembrei de uma parada,0
"@user Tá mostrando ser um mongol dizendo tudo isso em véspera de um jogo como o clássico, inflamado os torcedores a se odiarem. Perdia nada em ficar calado, Oremos pra o pior não acontecer.",1
o auge foi eu chorando no final da festa pq tinha duas sapatao na minha frente se beijando e zoando uma com a outra nao pude evitar só sentir,1
"vagabundo só da valor quando a mina é fdp, quando a mina ta tranquila eles que montar kkk
tem tudo que ser corno mesmo 😅😂",1
rt @user pq me deixastes boiola por vcs hein? https://t.co/czjkgxz4ha,0
pau no cu do frio eu sempre me todo,1
@user @user kkkkkkkkkkkk pqp se eu for p lá morro,1
hoje 茅 o dia da cerveja 茅 eu n茫o tenho 1 amigo pra comemorar,0
"@user já não entende bosta nenhuma de futebol e agora quer palpitar sobre aquecimento global. kkkk 
para que ta feio taina.",1
comendo bem pouco hj pra não ficar com uma barriguinha saliente a noite kkkk e ngm vim de gracinha pro meu lado com pergunta idiota,0
"rt @user é muito chato esperar todos os dias por uma mensagem que sabe que nunca vai chegar, mais que a esperança é sempre a úl…",0
"Depois do jogo de ontem, lendo as mensagens recebidas pelo WhatsApp, percebo que TODOS os botafoguenses que conheço viram o jogo do Flamengo com o time deles disputando mata-mata decisivo no MESMO HORÁRIO.

Depois choram reclamando da cota de TV.",0
cara eu nao tenho material nenhum pra voltar pro colégio,0
"rt @user sororidade nao existe mo, racha sebosa existe sim https://t.co/uldunhfyvs",1
dormi pra caralho kkkkkkkkk soninho gostoooooso,1
Os cara apreenderam o carro do coitado do marceneiro pq ele tava com as ferramentas dele lá dentro e tava SEM AS NOTA FISCAL. quem q sai com nota fiscal de tudo no bolso?,0
at茅 numa latinha de refrigerante o thor 茅 gostoso n茅? vsf,0
"acha que eu sou idiota né, só pode",0
@user caraio que assim eu choro,1
"tudo q eu quero hoje, 茅 ir pra casa !",0
tu vai fude no céu piranha,1
evoluiu muito 👏👏❤,0
@user ficou massa 👏🏾,0
rt @user pq eu tenho a impress茫o de que t谩 todo mundo se afastando de mim? t么 me sentindo sozinha e sinto que incomodo as pessoas鈥�,0
"E até te vou contar mais... fora as conversazinhas normais ah, tinha fotos da piça dele com tesão ah, a dizer mostra me a tua xaroca, quero comer a tua xaroca, ganha vergonha nessa puta dessa cara e faz te um homem porco do crlh 😂😂😂",1
ja passou,0
sonhei que roubavam a minha gata eu ficava desesperada correndo atrás da pessoa e metendo a porra em todo mundo que tentavam me impedir,1
rt @user poxa porque você tem que ser tão babaca ?,1
"que grt forçada, pqp",1
passei a manh茫 inteira s贸 fazendo isso e nem vale nota,0
@user @user @user é uma porra não ter cartão mano tnc,1
homem e sua autoestima extremamente cega,0
meu celular tá um cu pra mexer 😑,1
rt @user o henry é lindo? sem duvida nenhuma mas o que me deixa no chão é a elegância desse fdp https://t.co/bq2fcztnjq,0
derruba minha conta big hit sua safada,1
@user sim ele fica perfeito demais o amor da minha vida,0
nunca gostei do meu sobrenome mas dentro dessa casa virou sagrado uai só falar que vou sair com ele que minha mãe libera pra qualquer lugar,0
@user meu cachorro ta pedindo uma foto,0
#PrismaFiscal | A Secretaria de Política Econômica – SPE divulga atualização do Podium de curto prazo. Relatório elenca as cinco instituições com melhores previsões para cada variável fiscal https://t.co/Tqr0pXFhDi https://t.co/Skb8CSpTwq,0
"[3/8 13:30] larissa: e meu pau
[3/8 13:30] lais: kkkkkk
[3/8 13:30] larissa: vai trabalhar?
[3/8 13:30] lais: o pau 茅 teu",1
"porra do meu celular desligou, tava carregando a mesmo assim desligou '-'",0
@user “nada demais” pqp kkkkkkk,0
@user kkkkkkkkk pqp,1
@user @user olha parece um neném,0
puts essa já não dá mais,1
"rt @user vc é livre pra fazer o que quiser, mas quando fizerem o msm com vc, mastiga e engole!!!",0
rt @user ai gente minha hora vai chegar se deus quiser https://t.co/dq05wnemvf,0
caralho cheguei em casa agora vou bater um pratão daqueles puta que pariu parece até que tava amarrada,0
"rt @user “é importante pra mim que se sinta segura.”
— stranger things",0
"@user não acredito que está comparando lula e dilma com bolsonaro? nunca vi tanta imundície, tbm de onde vc veio é de se esperar",1
"Que eu sei usar o Google Images. E as fotos deste perfil são roubadas de uma ""musa fitness"" chamada Nicole Borda, que tem um milhão e meio de seguidores – sonho do fazendeiro de bots que está tentando bombar este perfil para vender no futuro por uma boa grana. https://t.co/ZabIC4vU2F",0
gente como eu pego o video de um tweet que nao tem nada escrito no android?,0
"@user @user ""entrega com ódio $ 7.00""",0
"@user amiga vai ser sorteio, mas se dps da sope week quiserem pra vender acho que rola sim",0
vai ter visita hoje aqui em casa e minha cara de cu não poderia estar maior,0
"A SM na cagada da crise financeira,não tão conseguindo cobrir os gastos com os lucros,ta prestes pra falir enquanto o Junmyeon tá postando foto do seu novo broche de flores feito com diamantes kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk https://t.co/gRjhr8Xz3i",0
@user @user mais uma farsa deste desgoverno.,0
rt @user onde é que tá o meu namorado porra 😠😠 i need love,0
rt @user dai seus pessoa certa na hora errada,0
mas nada supera essa tradução https://t.co/5966rl6i6o,0
"@user @user tá difícil elogiar o bolsonaro , ele só faz e fala merda .",1
@user @user @user @user to falando da melodia meu filho pare de ser burro https://t.co/5kwdgxr47x,1
coisa de retardado se fude,1
"peguei meus exames de sangue, kķkkkj tô fudido",1
como eu faço pra chupar seu pau? — ??¿¿¿ https://t.co/ses3o1czjl,1
"[3/8 11:56] piranha master❤: vamo jogar uma alta
[3/8 11:57] putiane❤: queles pique kkk
[3/8 11:59] 🌺: aindaaaa

nada muda, é isto❤",1
"eu sou muito burro, puta que pariu alguém por ai",0
rt @user joguem a bola filhos da grande puta,1
que incrível esse projeto de lei,0
"vou pra terreiro porra nenhuma, já que essa fdp sempre fica do lado desse babaca",1
"segunda vez essa semana que eu encho o cu de vinho, durmo pouco e acordo ok",1
esse cara é o pior man kkkkkk,0
@user @user sim...até que ele se juntou ao canalha que vai destruir oque richard usa pra ''trabalho'' ou seja...a natureza,1
@user @user falou q o corinthians ia brigar por fora ? caralho tava bem confiante mesmo,0
"Que vão realmente hidratar e trazer benefícios, mas se vc já tem n precisa desesperar, eh só usar na área dos olhos q eh bem ressecada p prevenir rugas e deixar a make mais bonita SIM GENTE HIDRATEM BEM A ÁREA DOS OLHOS e usar no resto do corpo pq ele eh um creme bom sim",0
@user e eu que tinha medo de filme de terror.,0
@user e a minha vai enlouquecer totalmente akaoakao mas vai ser irado pqp,0
@user @user quebrou a cara kkkkk,0
rt @user já parou para pensar quantas pessoas do seu passado conhecem uma versão de você que não existe mais ?,0
"Texto de um importante empresário brasileiro que vocaliza uma preocupação que escuto cada vez mais: que bom que economia está sendo colocada em ordem. Isto deve ser apoiado e louvado, mas esta não é razão para nos calarmos frente a retrocessos em outros campos essenciais da vida. https://t.co/bWgYbmfeyL",0
nada ve tu namorando mas fazer o que — mas eu não tô namorando https://t.co/qfoz0keigo,0
rt @user flyer da resenha do dopa ficou nojento 🤮,1
"Os eventos Inspiration, da #Comiss茫odeTecnologia da #CCBC, ser谩 lan莽ada no dia 27/08 e abordar谩 o panorama da tecnologia na neuroci锚ncia, fazendo rela莽茫o com as necessidades humanas. 1陋 convidada: Tamires Corr锚a, fundadora do Brain Technology. Inscreva-se: https://t.co/6Zk4NqZfWJ https://t.co/a6D77B2JvF",0
tamo em tóquio caralho,0
rt @user mano que coisa maravilhosa vai toma no cu https://t.co/paw6xzu0tk,1
KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK POIS EU QUERO Q ESSE JOGO SE FODA FICA FAZENDO SKIN FEIA E N ARRUMA A PORRA JOGO NUNCA VI UMA EMPRESA TAO IMPREST脕VEL ASSIM ESPERO Q TENHA INFILTRA脟脙O DE G脕S E MATE TD MUNDO BANDO DE VAGABUNDO https://t.co/qe4SwWrg8y,1
rt @user meu cabelo fica tão bom depois de sentar... https://t.co/pfpfhjvwr1,1
pqp n lembro das coisas mano,1
"eu tô falando muito a palavra ""cria"" pqp",1
@user @user ahhhhh inveja !!! pqp não creio que tem torcedor que pensa isso ! pqp,0
@user @user caralho! queimou meu pc,1
dps que tu começa a dirigir a 20km/hr tu acha que todo mundo ta dirigindo igual doido,0
"pra começar bichos nem falam, né jornaleiro maldito?",0
@user Vou fazer uma visita diga a ela afinal n te vi nada contra a pessoa dela só tenho divergência de opiniões n bajulo macho escroto,0
"Com os olhos cheios d’água guardarei essa data em minha memória, ver meu filho de apenas 2 anos cantando uma música do papai é muita emoção... Meu Deus que momento! 😍🙏 #Milu #Gabriel https://t.co/af9SDK7D0e",0
acabou de passar um rato a 2 cm da minha cara aqui no alojamento. puta que pariu!,0
"@user E ainda so os masc/transmasc ali

Achei massa q é nome de CLASSE DE RPG 

ACHEI INTERESSANTE MARINA EU GOSTEI DE COMO NOMEARAM PQ NUNCA TINHA VISTO ALGO ASSIM O CARALHO SABE LER NAO",1
rt @user me chama de sexta feira e diz que ficou a semana toda esperando por mim,0
@user feia fedorenta,1
rt @user a pessoa eh normal come莽a ouvi trap fica agindo igual retardado,1
"Deslize as fotos para ver um pedacinho do paraíso . Fazenda histórica em meio à natureza, ouvindo o canto dos pássaros e conhecendo a História do ciclo do café.
.
.
.
#valedocafé #fazendaunião #hotelfazendaunião… https://t.co/eSNnLICTMV",0
@user olha esse viado é assim mesmo! já briguei com ele 300 vezes por causa disso!! vem aqui hoseok @user você não seguiu seu neto!,1
fogo nos racistas!,0
"porra, relembrar os tempos do ask é pedir pra me deixar triste. tanta galera massa que conheci e perdi o contato, infelizmente.",1
que vontade de ter dado um chute desse no macho escroto que ficou falando merda pra gente na praia ontem,1
me paga um boquete? 😮 — not https://t.co/vqxtq5ezrv,1
"@user Comunista traidor lambe-saco de nazista, a tua hora de acertar às contas com a lei vai chegar, e às suas bravatas não vão ajudar em nada. https://t.co/zKI3aPN33W",1
"@user Daqui até a ehpow é pelo menos uns 40 min caminhando. Eu sou sedentário, eu morro nos primeiros 20 e ainda tem q voltar dpois. Sem falar q se vcs forem ficar na lam pra jogar, eu jogar em casa é de graça, carai",0
5 hrs da manhã eu eo cretino vendo filme kkk,1
rt @user como n茫o concordar? https://t.co/w6dk8nubwx,0
arrotei &gt; minha avó: falta de educação porra!!!!!1!1!11,1
"@user porra cabral, se decide mulher",1
"boa tarde para todos galera, menos para alguns ...... alguem saberia me informar como posso estar mudando o meu nome aqui no twitter?! vou ter que estar entrando em contato com a central? nao me lembro o porque eu coloquei come xereca como meu nome haha ..... alguem me ajuda",1
tira essa porra de roboooooo @user,1
rt @user eu aviso ou vcs avisam? https://t.co/dlkvvxnoyo,0
"rt @user a minha ex sogra é sem palavras, nmrl msm, amo ela de coração, vou levar pra sempre cmg, independente de tudo ❤ https://t.co/…",0
"🆘🆘🆘 spoiler 🆘🆘🆘
reggie perdeu a cabeça vai se foder acha quem falando assim com a minha mulher joelle?!?!?!?!?!",1
@user ela falou com a garota,0
"manoooo, não consigo parar de ver esse clip kkkkkkkkkkkkkk @user @user @user",0
@user @user você eh idiota amor kakaksksksksksks,1
vou desativar minha soft acc e ficar só aqui fodase vou postar meus textinho aqui mesmo quem se sentir incomodade o botão do unf é logo acima bjs,0
"ngm eh perfeito mas se vc

protege os animais
recicla o lixo
cumprimenta o porteiro
passa desodorante
bebe muita agua

ja ta no caminho certo",0
rt @user @user @user lixo=cela quem esta nele é o lula babaca. https://t.co/fo063pufzf,1
@user que constrangimento!,0
@user porra mano antes de ir pro cesarão eu falei que não ia conseguir aproveitar o role pq minha onda ja tinha sido cortada e eu tava cheio de dor na perna. os cara ainda me inventa de voltar pra macapá,1
"eu: felipe chega no menino mas manda o papo discretamente ta
felipe: relaxa amiga
felipe pro menino: ei filha da puta tem uma amiga minha querendo te dar come ela",1
@user sai piranha,1
nego me deixou menos feio,0
"@user @user Ficou mais que comprovado que o Brasil vive uma ditadura, onde as autoridades usam o poder do Estado para intimidar os adversários. O próximo passo é ""extrair"" a ""confissão"" dos presos hoje. #Araraquara",0
"@user tem nojo de tudo e todos também, porra vou te contar hein",1
"sei nem explicar a felicidade que to sentindo pela kel, puta que pariu!!!!! 💖😭😍",0
"a gente tem que excluir essa ideia de que o amor tudo suporta.

porque não é bem assim, o amor passa sim por momentos difíceis, mas não é obrigado a aceitar menos.

não é obrigado a somente se machucar, se ferir.",0
minha nossa e não é que eu chorei msm lendo isso,0
"rt @user n existe um escorpiano que salva, pqp",0
"rt @user arrombando e leitando o cuzão do viado sem dó!
curte levar leitada? manda rt ae 🍼💦💦💦
@user https://t.co/yeng6zia…",1
eis que rola uma revolta entre os gatos de konoha: 🍥 https://t.co/xb9ocmxgno,0
@user feliz aniversário minha florzinha mais linda,0
vamos ganhar #mpn #lorenaqueirozig #lorenaqueiroz #giuliabenite #turmadamonicalacos,0
nossa meta ainda estar de p茅? 鈥� tenho amn茅sia! https://t.co/rljdv5gqyp,0
"é uma porra ser tímido né, não consigo fazer amizade com ninguem, se fude",1
último ep pqp meu coração já tá doendo,0
"meu quarto tava mó quentinho
abri a janela e agora ta frio pra caralho",1
rt @user quando eu realmente achava graça na zorra https://t.co/sh9icjtonw,0
tem muito tempo q eu nao me peso mas se eu tiver com o mesmo peso eu dou o cu de tao feliz q eu vou ficar,1
sim eu quero chupar um PAU mas não qualquer chupada quero que minha mandíbula fique dormente e que o freio da minha língua arrebente a ponto de eu não aguentar mais e só parar quando o cara gozar na minha boca e tremer de uma forma que as coxas dele vão fechar na minha cara,1
@user que beijo lindo puta que me pariuuuuuuuuuuuu,1
@user @user ta indisponível essa porra af,1
"ontem fui no boa prosa com a ra, o lugarzinho caro ein kkkk mas suave",0
"de repente você chega revirando a minha vida cheia de amor pra dá, pra falar de sentimento que até bem pouco tempo você quis me bagunçar... 🎶",0
rt @user hoje vou apanhar uma puta do crlh,1
"@user @user O Brasil viu sim! Por isso voltamos a por um Militar no poder, pq quando eles sairão a roubalheira, corrupção, criminalidade e as injustiças retornaram ao comando do País.",0
não sei pra que a kelly tem celular se não tende essa porra,0
"tivemos q mudar de banco, do santander pro sicredi, meu amigo que banco bosta  kkkkkkkk várzea demais",1
"adicionei queen e logo em seguida lepo lepo, depois já fui pra mamonas assassinas, depois lady gaga...",0
@user bom dia flor,0
"@user @user Eu acho ótimo que o cara venha,puta contratação, de verdade, só acho que a imprensa deveria cobrar os caras, como cobram Palmeiras e Flamengo, só isso.",1
Essa semana Iges me mostrou o clipe desse menor e fiquei preocupadona pq ele é talentoso p caralho mas é envolvido com o cv.,0
@user kkkkkkkk caralho ainda estão falando desse jogo? pqp,0
@user @user não é o mesmo universo né então vá que,0
pprt vários emocionado !!!,0
"Eu contei pro meu amigo q a @user e o @user se chamam de pedra e tals, a铆 DO NADA eu escuto durante a aula ""ei, pedra, ei"", era ele me chamando馃槀",0
banho e almoçar com a family. quase surtando depois de uma manhã produtiva de processo civil desgraçado,0
rt @user stf articula afastamento de deltan dallagnol da lava jato - renova mídia #stfvergonhanacional  https://t.co/o8sibbfaed via…,0
"[2/8 12:14] Camilla 🌸: LEMBRE
[2/8 12:14] Camilla 🌸: DAS
[2/8 12:14] Camilla 🌸: MINHAS
[2/8 12:14] Camilla 🌸: CAIXAS
[2/8 12:27] Vida ❤: Ta bom
[2/8 12:38] Camilla 🌸: LEMBRE DAS MINHAS CAIXAS
[2/8 15:19] Camilla 🌸: Não vejo a hora de você chegar com minhas caixas rs",0
"vcs militam na hora errada em cima de memes, por isso que ngm suporta o jovem
não que esteja numa militância errada, mas porra militar em cima de meme é foda",0
@user pode ser um lanche kk ligo n,0
"@user querem um pato pato mar no cu, só se for",1
"Sábado de muita música e informação na jovemfm987 até as 17hs, o melhor do pop, rock e mpb rola aqui!!!  

#radiojovemfm #jovem987 #jovemfm #musica #informação #pop #rock #mpb #music #radio #itajuba #suldeminas… https://t.co/Ibn7rLuXri",0
@user carai kkk resenha braba mano,0
@user fica como aprendizado gata.,0
rt @user se eu pudesse iria todo dia p ver o pôr do sol https://t.co/jxxpl5jxqt,0
@user nem me fale,0
e muito dificil ser feia e pobre,0
"@user É mais um daqueles cursos pra farmar dinheiro. 
Nao tem uma fórmula exata pra ser um YouTube de sucesso. 
O único conselho que alguém deve seguir, é “faça isso por hobbie, diversão ou até mesmo desabafo, nunca comece pensando no dinheiro”",0
óbvio porra,1
finalmente comprei o telemóvel e é lindo porra 😍😍,1
"Não, não deixe que a fraqueza tire a sua visão
Que um desejo engane o teu coração
Só Deus não é ilusão
E se por a caso a dor chegar, ao teu lado vão estar
Pra te acolher e te amparar
Pois não há nada como o lar",1
"Eu sempre tive muito enjôo com um único perfume e é justamente esse que o desgraçado tava usando ontem. E o pior, tá impregnado no meu quarto 😒",1
ignorante muito feio muito feio muito feio,1
"@user kkkkkkkkk eu sou um lixo né, isso que é foda",0
"@user @user Eu como morador da terra do meio no Pará e conselheiro de 2 UCs, posso falar com segurança que os dados do Inpe, realmente estavam sendo manipulados por ativista travestidos de cientistas pra prejudicar a imagem do governo Bolsonaro! Ontem o ministro Salles provou isso!",1
caralho mano se machucarem o mingi eu vou cair na porrada,1
puta merda eu quero um gatinho,0
@user deve ser triste mesmo não ter gostado e precisar chamar a música de hit kkkk,0
caralho chorei 💔,0
que álbum do caralho. que saudade do caralho.,0
"ai eu chego NA PORRA DA LOJA LA E O CARA FALA Q N VAI ME FAZER O ODIO DO PIERCING 
PQ? PQ EU SOU MT NOVA E AFETAVA NO MEU CRESCIMENTO
VAI SE FUDEEEWEETWYWWHWH",1
@user que porra é essa,1
rt @user muito puto por causa desse tempo,0
deus controla meus dedos p n mandar o victor se foder,1
vão almoçar e beber água seus filhos da puta,1
"nosso caribe, prais lindas, pontal do atalaia= tudo pra mim 
pfvr preservem arraial do cabo e toda costa carioca please https://t.co/Som7GTswB1",0
mil coisas p fazer até as 17h e eu vegetando na cama com cólica 🥺😩,0
@user kkkkkkk pqp olha onde eu vim te encontrar,1
@user @user teu cú,1
eu morro de rir com a família da layza 😂,0
pai comprou bud e pqp q coisa boa,1
"gente.

isso não é ansiedade.",0
"ainda por cima é uma tremenda gata
pra piorar minha situação.
se fosse mulher feia tava tudo certo
mulher bonita mexe com meu coração ❤️",0
foda se agora eu to puto mesmo,1
mano eu ia regaçar a cara desse fdp slc,1
"Se a Drika perdoou o André não acho que tem que ficar com indireta e postando música , se resolveu continuar tem que passar uma borracha no que aconteceu 
Não entendo a pessoa fala que perdoou e fica lá lembrando e postando indireta",0
"rt @user por isso meninas, usem pra aumentar a estima de vocês, façam para vocês mesmas!!!! não liguem pra opinião dos outros https:/…",0
"lógico que é pikachu e danilo, pergunta besta osh",0
"eu tento fazer algo, e no final continua sendo minha culpa",0
@user @user deus me livre vai que eu me apaixono né,0
vamo galerinhaaaaaa,0
"guria perfeita, vtnc tb",1
"essa lea é retardada, oh personagem chata do caralho, so pensa nela",1
